school_id,school_name,country,admin1,admin2,lat,lon,urban_rural,sector,enrollment,altitude_m
170,ESCUELA NAMA,CL,TPCA,CAMIÃA,-19.18918,-69.411568,Rural,Subvencionado,8,
171,ESCUELA APAMILCA,CL,TPCA,CAMIÃA,-19.309509,-69.392776,Rural,Subvencionado,5,
172,ESCUELA CHAPIQUILTA,CL,TPCA,CAMIÃA,-19.31773,-69.41053,Rural,Subvencionado,8,
173,ESCUELA MOQUELLA,CL,TPCA,CAMIÃA,-19.350691,-69.514977,Rural,Subvencionado,12,
174,ESCUELA FRANCIA,CL,TPCA,CAMIÃA,-19.381559,-69.571472,Rural,Subvencionado,22,
175,ESCUELA YALA YALA,CL,TPCA,CAMIÃA,-19.31469,-69.400093,Rural,Subvencionado,3,
177,ESCUELA BASICA CARIQUIMA,CL,TPCA,COLCHANE,-19.467211,-68.644753,Rural,Subvencionado,14,
178,LICEO TECNICO PROFESIONAL COLCHANE,CL,TPCA,COLCHANE,-19.27648,-68.639137,Rural,Subvencionado,217,
179,ESCUELA BASICA MAUQUE,CL,TPCA,COLCHANE,-19.322821,-68.880547,Rural,Subvencionado,0,
184,ESCUELA BASICA ESCAPINA,CL,TPCA,COLCHANE,,,Rural,Subvencionado,0,
185,ESCUELA BASICA PISIGA-CHOQUE,CL,TPCA,COLCHANE,-19.302839,-68.617798,Rural,Subvencionado,10,
186,ESCUELA BASICA ENQUELGA,CL,TPCA,COLCHANE,-19.22897,-68.804489,Rural,Subvencionado,5,
187,ESCUELA VERTIENTE DEL SABER,CL,TPCA,PICA,-20.488291,-69.324867,Rural,Subvencionado,300,
188,ESC. MATILLA DE NUEVA EXTREMADURA,CL,TPCA,PICA,-20.513229,-69.360008,Rural,Subvencionado,237,
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,CL,TPCA,POZO ALMONTE,-20.266701,-69.82016,Rural,Publico,969,
192,ESCUELA BASICA MAMINA,CL,TPCA,POZO ALMONTE,-20.071039,-69.217613,Rural,Publico,32,
193,ESCUELA BASICA POZO ALMONTE,CL,TPCA,POZO ALMONTE,-20.245819,-69.78228,Rural,Publico,690,
195,ESCUELA BASICA LA TIRANA,CL,TPCA,POZO ALMONTE,-20.33765,-69.655434,Rural,Publico,300,
196,ESCUELA BASICA HUATACONDO,CL,TPCA,POZO ALMONTE,-20.92778,-69.05336,Rural,Publico,14,
198,ESCUELA BASICA LA HUAYCA,CL,TPCA,POZO ALMONTE,-20.430571,-69.560463,Rural,Publico,113,
199,LICEO DOMINGO LATRILLE LASTAUNOU,CL,ANTOF,TOCOPILLA,-22.088579,-70.194794,Urbano,,657,
200,LICEO POLITÃCNICO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS,CL,ANTOF,TOCOPILLA,-22.0851,-70.195702,Urbano,,728,
201,ESCUELA CARLOS CONDELL DE LA HAZA,CL,ANTOF,TOCOPILLA,-22.09388,-70.203949,Urbano,,527,
203,ESCUELA PABLO NERUDA,CL,ANTOF,TOCOPILLA,-22.08918,-70.194397,Urbano,,426,
204,ESCUELA L.GRAL.BERNARDO OÂ´HIGGINS R.,CL,ANTOF,TOCOPILLA,-22.08532,-70.189217,Urbano,,612,
205,ESCUELA ARTURO PRAT CHACON,CL,ANTOF,TOCOPILLA,-22.085079,-70.187561,Urbano,,413,
206,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,CL,ANTOF,TOCOPILLA,-22.108561,-70.210274,Urbano,,417,
207,ESC. ESPECIAL PEDRO AGUIRRE CERDA,CL,ANTOF,TOCOPILLA,-22.08630943,-70.18914795,Urbano,,83,
208,COLEGIO BICENTENARIO SAGRADA FAMILIA,CL,ANTOF,TOCOPILLA,-22.09469,-70.204918,Urbano,Privado,1236,
209,ESC. PARV. EL CAMELLITO,CL,ANTOF,TOCOPILLA,,,Urbano,Publico,0,
210,ESCUELA ARTURO PEREZ CANTO,CL,ANTOF,MARÃA ELENA,-22.34457,-69.667801,Urbano,,655,
211,LICEO H.C. T.P. MARIA ELENA,CL,ANTOF,MARÃA ELENA,-22.346689,-69.667122,Urbano,,313,
214,ESCUELA IGNACIO CARRERA PINTO,CL,ANTOF,MARÃA ELENA,-21.66033,-69.534988,Rural,,26,
217,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,CL,ANTOF,CALAMA,-22.455099,-68.926651,Urbano,,1082,
218,LICEO FRANCISCO DE AGUIRRE,CL,ANTOF,CALAMA,-22.45826,-68.931236,Urbano,,632,
219,LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA,CL,ANTOF,CALAMA,-22.458759,-68.920486,Urbano,,1172,
